t		0.00	0.42	0.84	1.26	1.68	2.11	2.53	2.95	3.37	3.79	4.21	4.63	5.05	5.47	5.89	6.32	6.74	7.16	7.58	8.00	
---------------------------------------------------------
0.08	|	2.999935	3.156043	3.591825	4.222677	4.942280	5.652325	6.279098	6.775812	7.116736	7.289552	7.289552	7.116736	6.775812	6.279098	5.652325	4.942280	4.222677	3.591825	3.156043	2.999935	
0.08	|	3.018552	3.172730	3.603490	4.228016	4.941750	5.647377	6.271332	6.766488	7.106663	7.279192	7.279192	7.106663	6.766488	6.271332	5.647377	4.941750	4.228016	3.603490	3.172730	3.018552	
0.08	|	3.036940	3.189234	3.615077	4.233381	4.941306	5.642524	6.263642	6.757214	7.096619	7.268849	7.268849	7.096619	6.757214	6.263642	5.642524	4.941306	4.233381	3.615077	3.189234	3.036940	
0.09	|	3.055105	3.205558	3.626585	4.238769	4.940944	5.637764	6.256026	6.747989	7.086603	7.258525	7.258525	7.086603	6.747989	6.256026	5.637764	4.940944	4.238769	3.626585	3.205558	3.055105	
0.09	|	3.073052	3.221705	3.638016	4.244179	4.940662	5.633096	6.248485	6.738812	7.076616	7.248219	7.248219	7.076616	6.738812	6.248485	5.633096	4.940662	4.244179	3.638016	3.221705	3.073052	
0.09	|	3.090784	3.237679	3.649368	4.249607	4.940457	5.628518	6.241019	6.729686	7.066659	7.237933	7.237933	7.066659	6.729686	6.241019	5.628518	4.940457	4.249607	3.649368	3.237679	3.090784	
0.09	|	3.108309	3.253482	3.660642	4.255051	4.940326	5.624028	6.233625	6.720609	7.056732	7.227666	7.227666	7.056732	6.720609	6.233625	5.624028	4.940326	4.255051	3.660642	3.253482	3.108309	
0.09	|	3.125628	3.269118	3.671838	4.260509	4.940267	5.619625	6.226305	6.711583	7.046837	7.217421	7.217421	7.046837	6.711583	6.226305	5.619625	4.940267	4.260509	3.671838	3.269118	3.125628	
0.09	|	3.142748	3.284591	3.682956	4.265980	4.940277	5.615306	6.219057	6.702606	7.036972	7.207197	7.207197	7.036972	6.702606	6.219057	5.615306	4.940277	4.265980	3.682956	3.284591	3.142748	
0.09	|	3.159673	3.299903	3.693997	4.271461	4.940353	5.611070	6.211880	6.693681	7.027140	7.196994	7.196994	7.027140	6.693681	6.211880	5.611070	4.940353	4.271461	3.693997	3.299903	3.159673	
0.09	|	3.176406	3.315056	3.704961	4.276951	4.940495	5.606916	6.204775	6.684806	7.017340	7.186814	7.186814	7.017340	6.684806	6.204775	5.606916	4.940495	4.276951	3.704961	3.315056	3.176406	
0.10	|	3.192951	3.330054	3.715847	4.282447	4.940698	5.602842	6.197741	6.675981	7.007573	7.176658	7.176658	7.007573	6.675981	6.197741	5.602842	4.940698	4.282447	3.715847	3.330054	3.192951	
0.10	|	3.209312	3.344900	3.726658	4.287948	4.940961	5.598846	6.190776	6.667208	6.997839	7.166524	7.166524	6.997839	6.667208	6.190776	5.598846	4.940961	4.287948	3.726658	3.344900	3.209312	
0.10	|	3.225494	3.359596	3.737391	4.293453	4.941281	5.594927	6.183880	6.658485	6.988140	7.156416	7.156416	6.988140	6.658485	6.183880	5.594927	4.941281	4.293453	3.737391	3.359596	3.225494	
0.10	|	3.241499	3.374145	3.748050	4.298959	4.941658	5.591082	6.177054	6.649814	6.978474	7.146332	7.146332	6.978474	6.649814	6.177054	5.591082	4.941658	4.298959	3.748050	3.374145	3.241499	
0.10	|	3.257330	3.388548	3.758632	4.304467	4.942087	5.587311	6.170295	6.641193	6.968843	7.136273	7.136273	6.968843	6.641193	6.170295	5.587311	4.942087	4.304467	3.758632	3.388548	3.257330	
0.10	|	3.272993	3.402810	3.769140	4.309973	4.942569	5.583613	6.163603	6.632624	6.959248	7.126240	7.126240	6.959248	6.632624	6.163603	5.583613	4.942569	4.309973	3.769140	3.402810	3.272993	
0.10	|	3.288488	3.416931	3.779573	4.315478	4.943100	5.579984	6.156978	6.624106	6.949688	7.116234	7.116234	6.949688	6.624106	6.156978	5.579984	4.943100	4.315478	3.779573	3.416931	3.288488	
0.10	|	3.303820	3.430915	3.789932	4.320979	4.943679	5.576425	6.150419	6.615638	6.940164	7.106255	7.106255	6.940164	6.615638	6.150419	5.576425	4.943679	4.320979	3.789932	3.430915	3.303820	
0.11	|	3.318992	3.444763	3.800217	4.326475	4.944305	5.572933	6.143925	6.607222	6.930676	7.096303	7.096303	6.930676	6.607222	6.143925	5.572933	4.944305	4.326475	3.800217	3.444763	3.318992	
0.11	|	3.334007	3.458478	3.810428	4.331967	4.944975	5.569508	6.137495	6.598857	6.921225	7.086380	7.086380	6.921225	6.598857	6.137495	5.569508	4.944975	4.331967	3.810428	3.458478	3.334007	
